OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.5	0.505	0.900333	0
0.500333	0.504667	0.905	0
0.5	0.512333	0.916333	0
0.500333	0.504	0.902333	0
0.501	0.502	0.899	0
0.5	0.512	0.914333	0
0.500333	0.505333	0.906	0
0.500667	0.509333	0.915667	0
0.500667	0.507	0.910333	0
0.500333	0.503667	0.900667	0
0.500333	0.503	0.899333	0
0.501333	0.503667	0.903333	0
0.500333	0.509667	0.914333	0
0.501333	0.503333	0.903	0
0.500667	0.508	0.912333	0
0.502	0.508667	0.915667	1
0.501	0.508333	0.913	0
0.500667	0.505667	0.907667	0
0.501	0.508667	0.914667	0
0.500667	0.507333	0.911	0
0.502	0.503	0.902667	0
0.500667	0.506667	0.91	0
0.501	0.509667	0.917333	0
0.500333	0.507333	0.910667	0
0.501333	0.508333	0.914	0
0.500667	0.504333	0.905	0
0.500667	0.509	0.915	0
0.500667	0.502333	0.899	0
0.501667	0.51	0.918333	0
0.500333	0.506667	0.908667	0
0.500333	0.509333	0.914	0
0.501333	0.503	0.902	0
0.500667	0.502667	0.900667	0
0.501	0.503333	0.902333	0
0.502	0.509	0.916	0
0.500333	0.504333	0.904	0
0.501	0.506333	0.909	0
0.502667	0.509333	0.916667	0
0.500667	0.510333	0.917	0
0.501333	0.509	0.915667	0
0.501	0.507667	0.912	0
0.500667	0.504	0.904	0
0.500333	0.506333	0.908	0
0.501	0.507333	0.911667	0
0.501667	0.503	0.902333	0
0.501333	0.502	0.9	0
0.500333	0.502333	0.898333	0
0.500667	0.508667	0.914333	0
0.500333	0.509	0.913	0
0.501	0.503	0.901667	0
0.500667	0.506333	0.908667	0
0.501	0.510333	0.918	0
0.501333	0.508	0.913	0
