OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.501333	0.506	0.853333	0
0.503	0.512333	0.866	0
0.501667	0.509667	0.86	0
0.501667	0.514333	0.866333	0
0.501333	0.513667	0.865	0
0.502667	0.508667	0.859	0
0.504667	0.523667	0.873	0
0.501	0.513333	0.864	0
0.501	0.510333	0.859333	0
0.500667	0.510333	0.858667	0
0.501	0.511333	0.860333	0
0.503333	0.526333	0.875667	0
0.503667	0.511	0.865	0
0.502	0.527333	0.874	0
0.500333	0.513	0.861333	0
0.503333	0.513	0.866667	0
0.503	0.510667	0.864	0
0.501667	0.510333	0.861333	0
0.502667	0.513333	0.866	0
0.501	0.502667	0.846667	0
0.501	0.504333	0.849667	0
0.503667	0.511667	0.866	0
0.501667	0.520333	0.870667	0
0.503	0.508333	0.859333	0
0.501	0.507	0.854667	0
0.501	0.510667	0.86	0
0.503667	0.524	0.873	0
0.504333	0.511333	0.867	0
0.502333	0.524333	0.871667	0
0.502667	0.512	0.864	0
0.500333	0.508	0.856	0
0.501333	0.514667	0.866	0
0.502333	0.517	0.868333	0
0.503667	0.512333	0.867333	0
0.501667	0.507	0.856	0
0.505333	0.523	0.872	0
0.501	0.516	0.867333	0
0.501667	0.512333	0.863667	0
0.502	0.514667	0.866667	0
0.501667	0.527	0.873667	0
0.500667	0.527333	0.871667	0
0.501	0.509	0.858333	0
0.501333	0.505	0.852	0
0.500667	0.503667	0.848333	0
0.503	0.516333	0.868	0
0.504667	0.527667	0.877333	0
0.502667	0.524	0.871667	0
0.502	0.519333	0.87	0
0.502	0.517667	0.869667	0
0.500667	0.523667	0.869	0
0.504667	0.513	0.868667	0
0.501	0.514	0.864333	0
0.504333	0.524333	0.874	0
0.500667	0.506667	0.854	0
0.504333	0.526	0.876333	0
0.502667	0.512667	0.865333	0
0.500667	0.507667	0.855	0
0.500667	0.525333	0.869667	0
0.503667	0.513667	0.868	0
0.502	0.512333	0.864	0
0.501667	0.513667	0.865667	0
0.503	0.526333	0.875333	0
0.500667	0.528	0.872333	0
0.503333	0.513333	0.867	0
0.500333	0.515667	0.865	0
0.500667	0.516	0.866667	0
0.504333	0.522333	0.871667	0
0.502667	0.509333	0.860667	0
0.502667	0.519	0.870667	0
0.501	0.525667	0.871333	0
0.501333	0.525	0.870667	0
0.504333	0.514	0.868667	0
0.504	0.526667	0.876333	0
0.500333	0.503667	0.848	0
0.504	0.513	0.868	0
0.501333	0.518333	0.868333	0
0.501	0.528	0.873	0
0.500333	0.511333	0.858667	0
0.503	0.512	0.865333	0
0.503333	0.526	0.875	0
0.503667	0.524667	0.874333	0
0.504333	0.511	0.866667	0
0.501333	0.512667	0.863333	0
0.501667	0.515	0.866667	0
0.501	0.514333	0.865	0
0.503333	0.514667	0.868	0
0.501667	0.506333	0.853667	0
0.500667	0.523333	0.868667	0
0.500333	0.525333	0.868333	0
0.501667	0.505667	0.853333	0
0.504667	0.523333	0.872333	0
0.503333	0.527667	0.876	0
0.500333	0.512667	0.860333	0
0.503333	0.511333	0.865333	0
0.503333	0.524	0.872333	0
0.504	0.526	0.876	0
0.504	0.512333	0.867667	0
0.505333	0.512667	0.868333	0
0.501333	0.507333	0.855667	0
0.502	0.506333	0.854667	0
0.502	0.514	0.866333	0
0.501333	0.508	0.857333	0
0.502667	0.523667	0.871333	0
0.500333	0.506333	0.853	0
0.500333	0.507667	0.854667	0
0.503667	0.515	0.868667	0
0.503667	0.514333	0.868333	0
0.503	0.526	0.874667	0
0.502667	0.526667	0.873667	0
0.504	0.524	0.873333	0
0.503	0.519667	0.871	0
0.500333	0.529667	0.873	0
0.504667	0.513667	0.869	0
0.501	0.527667	0.872333	0
0.502667	0.51	0.862	0
0.501667	0.510667	0.862	0
0.503667	0.522667	0.871333	0
0.500667	0.508333	0.857	0
0.501	0.523333	0.869667	0
0.500333	0.526667	0.87	0
0.500667	0.513667	0.863667	0
0.501	0.511667	0.860667	0
0.503333	0.51	0.863	0
0.503333	0.511667	0.865667	0
0.501667	0.52	0.870333	0
0.500667	0.506333	0.853333	0
0.504667	0.511333	0.867333	1
0.501667	0.525	0.871333	0
0.503	0.511333	0.865	0
0.500667	0.515333	0.864	0
0.501667	0.526667	0.873	0
0.501333	0.526667	0.872667	0
0.501	0.503333	0.848	0
0.502	0.517333	0.868667	0
0.503	0.509333	0.862333	0
