OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	FiveWayAcc	Best
0.502	0.508667	0.522	0.542	0.684	0
0.502	0.509667	0.521667	0.542667	0.686333	0
0.501333	0.508333	0.522333	0.543333	0.685333	0
0.501667	0.508333	0.520667	0.542667	0.684333	0
0.503333	0.506	0.516667	0.535667	0.665	0
0.503333	0.505667	0.515667	0.536667	0.660333	0
0.501333	0.508667	0.521333	0.542667	0.685333	0
0.501667	0.507667	0.520667	0.543333	0.684333	0
0.501667	0.509	0.520667	0.542	0.684	0
0.502	0.508	0.522	0.543667	0.685333	0
0.501667	0.509	0.521667	0.543333	0.686667	0
0.501333	0.508667	0.521667	0.544	0.686	0
0.501	0.508	0.521667	0.543667	0.684667	0
0.503	0.505333	0.515667	0.537667	0.666	0
0.503333	0.506	0.516	0.537	0.665333	0
0.503	0.506	0.515333	0.537333	0.665	0
0.503	0.506333	0.515	0.537	0.666	0
0.502667	0.506333	0.515667	0.537667	0.664667	0
0.502333	0.505667	0.517	0.537	0.665	0
0.502667	0.505667	0.516333	0.537667	0.663667	0
0.501667	0.506333	0.516333	0.537667	0.661667	0
0.502333	0.509333	0.520333	0.543333	0.688	0
0.502333	0.508333	0.521333	0.543667	0.687333	0
0.502	0.508333	0.520667	0.545	0.686333	0
0.502333	0.507333	0.520667	0.543667	0.685333	0
0.502667	0.51	0.519667	0.543	0.683	0
0.502333	0.509	0.519667	0.542	0.682333	0
0.503333	0.507333	0.521	0.543333	0.684667	0
0.501333	0.506667	0.516	0.539	0.670667	0
0.502	0.506	0.515333	0.541	0.672333	0
0.502333	0.506	0.519	0.539667	0.674667	0
0.502333	0.505333	0.519333	0.54	0.672333	0
0.501667	0.505	0.518667	0.540333	0.675667	0
0.501667	0.506333	0.519	0.539	0.672667	0
0.501333	0.506333	0.518667	0.538667	0.672333	0
0.501	0.506333	0.518667	0.539333	0.674667	0
0.502667	0.506333	0.517	0.538667	0.672333	0
0.501667	0.507	0.516667	0.539	0.674	0
0.501333	0.506333	0.516667	0.539333	0.674667	0
0.502	0.505667	0.515667	0.539333	0.672667	0
0.503	0.506	0.516333	0.538667	0.674	0
0.502	0.506	0.516	0.539	0.674333	0
0.502333	0.506333	0.518	0.538333	0.672	0
0.502333	0.506	0.517333	0.538667	0.672667	0
0.502333	0.507	0.517	0.538667	0.673667	0
0.501333	0.506667	0.517333	0.538333	0.673667	0
0.502	0.506667	0.517333	0.537667	0.672333	0
0.501333	0.507	0.516667	0.540333	0.675667	0
0.501667	0.506667	0.516667	0.540667	0.676667	0
0.501333	0.507	0.517333	0.540333	0.676667	0
0.502333	0.507	0.518	0.537333	0.668333	0
0.501667	0.506667	0.518333	0.536	0.666667	0
0.502333	0.507667	0.517667	0.537	0.668333	0
0.502667	0.508	0.516	0.537333	0.668333	0
0.503667	0.507667	0.516	0.537667	0.670667	0
0.503333	0.508333	0.516	0.537667	0.670667	0
0.501	0.507	0.515667	0.539333	0.666333	0
0.501333	0.507	0.515667	0.539	0.666667	0
0.501333	0.506	0.516	0.538667	0.660667	0
0.502333	0.505	0.515667	0.538	0.662667	0
0.502	0.505667	0.515333	0.538333	0.666333	0
0.503667	0.506	0.515667	0.538667	0.668	0
0.503	0.505667	0.515	0.539333	0.667333	0
0.504333	0.505667	0.515	0.538667	0.666667	0
0.504	0.506667	0.516	0.538333	0.668667	0
0.503667	0.506667	0.515667	0.537333	0.667667	0
0.503667	0.506333	0.515667	0.538667	0.668667	0
0.503667	0.506333	0.515667	0.537667	0.667667	0
0.503	0.507	0.515667	0.538	0.668	0
0.503333	0.507	0.516	0.537333	0.667667	0
0.503333	0.505667	0.515	0.542333	0.670333	0
0.501667	0.505	0.518	0.541	0.668667	0
0.502	0.505	0.516	0.54	0.665	0
0.502667	0.504667	0.517333	0.541	0.666333	0
0.502	0.504667	0.518667	0.541	0.669333	0
0.501667	0.504667	0.518667	0.541	0.669	0
0.502	0.505333	0.516667	0.543333	0.67	0
0.502	0.505	0.517333	0.546	0.671	0
0.502333	0.506333	0.515333	0.540333	0.668667	0
0.501333	0.506	0.52	0.541667	0.679	0
0.501333	0.506333	0.519667	0.540333	0.680333	0
0.501333	0.505333	0.519333	0.540667	0.678	0
0.501667	0.506667	0.519667	0.543	0.681	0
0.503	0.509333	0.518333	0.541333	0.679333	0
0.501667	0.507333	0.519	0.541333	0.68	0
0.502333	0.507333	0.519	0.541	0.681	0
0.502333	0.507667	0.518667	0.541	0.68	0
0.502667	0.507667	0.519667	0.541333	0.682333	1
0.501	0.507333	0.519667	0.540667	0.679667	0
0.501	0.507333	0.519333	0.541333	0.679667	0
0.501	0.506667	0.520667	0.541667	0.681	0
0.501667	0.506	0.520333	0.540333	0.678	0
0.501667	0.508	0.519	0.540333	0.677333	0
0.502	0.507667	0.523333	0.545333	0.686333	0
0.502	0.507667	0.522333	0.546333	0.687	0
0.502	0.507667	0.520333	0.544333	0.684	0
0.501667	0.508667	0.521	0.542667	0.686	0
0.501667	0.509	0.520667	0.543667	0.686	0
0.503667	0.506333	0.516333	0.536667	0.665333	0
0.503333	0.506	0.516667	0.535333	0.663667	0
