OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.509	0.869667	0
0.501	0.502667	0.846	0
0.500667	0.503	0.846333	0
0.501	0.505333	0.884	0
0.500333	0.505333	0.876667	0
0.500333	0.504	0.859	0
0.500667	0.505333	0.883	0
0.500333	0.505	0.874333	0
0.502667	0.506	0.890333	0
0.500333	0.505667	0.881667	0
0.501	0.504667	0.88	0
0.501	0.506333	0.891667	0
0.500667	0.504333	0.871667	0
0.500667	0.505	0.881667	0
0.500667	0.507	0.893333	0
0.500667	0.505667	0.886	0
0.500667	0.506	0.888	0
0.500333	0.503	0.842667	0
0.500333	0.504667	0.871	0
0.502	0.508	0.898667	0
0.500333	0.503333	0.846333	0
0.501	0.504333	0.879667	0
0.500333	0.506667	0.89	0
0.500667	0.508	0.895667	0
0.501333	0.507333	0.894333	0
0.500333	0.504333	0.868667	0
0.500333	0.508667	0.895333	0
0.500667	0.503667	0.859	0
0.501	0.508	0.897	0
0.501333	0.503	0.846667	0
0.501667	0.508	0.898333	0
0.502333	0.509667	0.901333	0
0.502333	0.507333	0.895333	0
0.501	0.506	0.89	0
0.500333	0.508333	0.894333	0
0.501667	0.507667	0.898	1
0.500333	0.507	0.891667	0
0.502333	0.507	0.894667	0
0.502	0.508333	0.899	0
0.501333	0.508	0.898	0
0.500667	0.502333	0.844333	0
0.500667	0.504667	0.877667	0
0.501	0.509667	0.898667	0
0.501333	0.509667	0.900333	0
0.501667	0.508667	0.898667	0
0.502	0.509	0.9	0
0.501	0.507667	0.895	0
0.500667	0.506333	0.889333	0
0.501667	0.509	0.899667	0
0.501667	0.509667	0.900667	0
