OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.508	0.881667	0
0.5	0.507333	0.881333	0
0.500333	0.503667	0.866	0
0.500333	0.510667	0.899333	0
0.500667	0.504333	0.877667	0
0.500333	0.505	0.881667	0
0.500667	0.505	0.882	0
0.501	0.504667	0.879333	0
0.500333	0.506	0.887	0
0.500333	0.503333	0.865	0
0.500333	0.509333	0.896667	0
0.5	0.506333	0.877667	0
0.500333	0.504333	0.876333	0
0.500333	0.502667	0.814333	0
0.500333	0.507	0.891667	0
0.500333	0.508333	0.895	0
0.500333	0.511	0.903	0
0.501	0.507667	0.895333	0
0.500667	0.502333	0.815	0
0.501	0.507333	0.895	0
0.500667	0.503667	0.876667	0
0.501333	0.508667	0.900333	0
0.500667	0.511333	0.905	0
0.501333	0.511	0.906333	0
0.501	0.510333	0.903333	0
0.501667	0.509	0.902	0
0.501667	0.510667	0.906333	0
0.501	0.51	0.903	0
0.500667	0.509333	0.901333	0
0.501	0.506333	0.888	0
0.501	0.505	0.882333	0
0.500333	0.502	0.812667	0
0.501	0.510667	0.905333	0
0.500333	0.51	0.897	0
0.500667	0.505667	0.882667	0
0.501667	0.509333	0.902667	0
0.500667	0.507	0.894333	0
0.500667	0.504667	0.879	0
0.500333	0.505333	0.882	0
0.501667	0.506333	0.890667	0
0.501	0.511667	0.906333	0
0.501333	0.508333	0.899333	0
0.501333	0.508	0.897667	0
0.500333	0.508	0.894	0
0.501333	0.509	0.901667	0
0.501333	0.511333	0.906667	0
0.500333	0.508667	0.895667	0
0.500667	0.511	0.904333	0
0.500333	0.507333	0.892333	0
0.501	0.508333	0.897667	0
0.501	0.508667	0.898667	0
0.501	0.511	0.905667	0
0.501	0.505333	0.883	0
0.501	0.509	0.901333	0
0.501333	0.506333	0.889333	0
0.501333	0.511667	0.907	0
0.500333	0.506667	0.891	0
0.500667	0.508667	0.897333	0
0.501	0.506667	0.894333	0
0.501333	0.509667	0.902333	0
0.501333	0.510667	0.906	0
0.500667	0.510667	0.903	0
0.501333	0.510333	0.905333	1
0.500333	0.507667	0.893	0
0.501	0.509333	0.901667	0
0.500667	0.508333	0.896667	0
0.501	0.508	0.896	0
